id,language_abrev,language_movie
120481,en,English
32620,en,English
12837,en,English
14914,en,English
13948,en,English
25142,ru,Pусский
7735,de,Deutsch
14791,fr,Français
76406,en,English
76406,de,Deutsch
76406,ja,日本語
101929,ja,日本語
2397,en,English
12689,en,English
12689,es,Español
15935,en,English
15450,en,English
25741,en,English
25741,fi,suomi
13812,en,English
108634,ja,日本語
27361,en,English
27361,fr,Français
225614,ja,日本語
13489,en,English
13489,pl,Polski
13150,en,English
13414,en,English
14325,en,English
41474,ja,日本語
41477,ja,日本語
16068,en,English
15289,en,English
56295,th,ภาษาไทย
13809,en,English
13809,ru,Pусский
11887,en,English
41073,en,English
83683,en,English
59403,en,English
69299,en,English
13253,en,English
114796,en,English
17800,en,English
30977,en,English
10527,en,English
10527,it,Italiano
10527,th,ภาษาไทย
13506,fr,Français
13506,ru,Pусский
8338,ja,日本語
8338,en,English
3580,en,English
36073,ja,日本語
20766,en,English
12405,fr,Français
12405,hi,हिन्दी
12405,en,English
10764,en,English
10764,es,Español
10764,it,Italiano
10764,fr,Français
10764,de,Deutsch
18548,en,English
18548,hi,हिन्दी
18548,pl,Polski
18548,ru,Pусский
4701,en,English
15373,en,English
173634,en,English
8938,fr,Français
8938,ja,日本語
16061,ja,日本語
73059,bs,Bosanski
16166,fi,suomi
16166,ru,Pусский
2588,es,Español
13672,en,English
13672,fr,Français
47184,ja,日本語
158959,de,Deutsch
44283,fr,Français
42884,en,English
215471,en,English
13516,en,English
14943,ja,日本語
19147,pt,Português
52561,en,English
42664,en,English
4627,nl,Nederlands
4627,en,English
4627,de,Deutsch
43052,sv,svenska
21501,fi,suomi
21501,hu,Magyar
16882,ko,한국어/조선말
127257,es,Español
49355,ja,日本語
13655,en,English
13905,en,English
11917,en,English
8892,fr,Français
12525,en,English
82519,en,English
13523,en,English
14655,en,English
15749,en,English
15749,pl,Polski
15749,ru,Pусский
22358,ru,Pусский
14405,en,English
43985,ku,
43985,fa,فارسی
20065,en,English
20065,it,Italiano
14089,en,English
84050,en,English
9999,fr,Français
9999,de,Deutsch
17099,ja,日本語
58570,cn,广州话 / 廣州話
29452,ja,日本語
125749,en,English
8905,tr,Türkçe
3520,it,Italiano
43372,it,Italiano
88435,ja,日本語
77650,en,English
17704,en,English
36571,en,English
36571,fr,Français
36571,de,Deutsch
36572,en,English
37327,en,English
28684,en,English
8841,fr,Français
54615,en,English
13220,en,English
34867,en,English
10565,de,Deutsch
10565,tr,Türkçe
6972,en,English
6972,ja,日本語
13053,en,English
32862,en,English
10139,en,English
29320,en,English
8966,en,English
16342,en,English
13387,en,English
13387,uk,Український
13387,fr,Français
13387,ru,Pусский
13387,hu,Magyar
12193,en,English
14574,en,English
10900,en,English
56256,ro,Română
14438,en,English
14248,en,English
20919,en,English
12224,en,English
10360,en,English
14299,en,English
13056,ru,Pусский
13056,en,English
15026,en,English
13793,en,English
35790,bn,বাংলা
35790,en,English
38831,ru,Pусский
45838,en,English
13394,en,English
2574,fr,Français
72495,de,Deutsch
72495,it,Italiano
34283,en,English
114390,en,English
85844,ja,日本語
14447,en,English
17157,en,English
1964,de,Deutsch
44626,en,English
65502,en,English
65502,de,Deutsch
17912,en,English
43962,en,English
28148,en,English
93260,en,English
109539,en,English
109539,de,Deutsch
116973,en,English
174122,en,English
174122,de,Deutsch
10200,zh,普通话
10200,en,English
8881,en,English
8881,es,Español
8880,en,English
8880,es,Español
11127,en,English
18117,en,English
109711,es,Español
109711,en,English
18926,en,English
86782,en,English
25852,en,English
39407,en,English
39409,en,English
37584,tr,Türkçe
14359,en,English
19486,ja,日本語
13223,en,English
11499,en,English
11499,es,Español
8055,en,English
8055,de,Deutsch
8055,el,ελληνικά
8055,la,Latin
3054,en,English
14072,hi,हिन्दी
20542,en,English
20542,pl,Polski
12449,fr,Français
12449,de,Deutsch
5816,nl,Nederlands
13980,ja,日本語
8276,en,English
8276,fr,Français
61751,nl,Nederlands
11321,en,English
11321,es,Español
52615,en,English
41966,en,English
89453,en,English
120862,en,English
42655,ru,Pусский
12163,en,English
14772,en,English
27991,en,English
9050,zh,普通话
86082,he,עִבְרִית
47499,fr,Français
60488,en,English
60488,de,Deutsch
112912,en,English
80616,en,English
2694,zh,普通话
39558,en,English
36573,hr,Hrvatski
36573,en,English
36573,de,Deutsch
4922,en,English
159849,en,English
10201,et,Eesti
10201,en,English
10201,ko,한국어/조선말
2253,en,English
2253,de,Deutsch
14422,en,English
38142,ja,日本語
34812,en,English
16268,en,English
14806,en,English
51817,sr,Srpski
84397,en,English
105371,en,English
6936,nl,Nederlands
13954,en,English
13406,en,English
14357,sv,svenska
185156,en,English
10202,en,English
28564,en,English
23604,en,English
13973,en,English
4148,en,English
194113,en,English
51247,en,English
17845,nl,Nederlands
13827,en,English
13827,pl,Polski
362026,en,English
15676,en,English
15584,en,English
13971,en,English
89573,en,English
13813,de,Deutsch
13813,ru,Pусский
13813,en,English
13180,en,English
14306,en,English
8049,fr,Français
20028,en,English
141971,fi,suomi
31047,en,English
8927,sv,svenska
12429,ja,日本語
70191,en,English
51808,fr,Français
18151,en,English
28256,en,English
16205,en,English
15331,fr,Français
17287,en,English
50988,fi,suomi
113916,en,English
29741,en,English
29262,pt,Português
9795,en,English
26758,de,Deutsch
26758,en,English
25528,en,English
8942,en,English
13690,en,English
16409,en,English
16409,fr,Français
113921,en,English
14756,zh,普通话
14756,ja,日本語
14756,cn,广州话 / 廣州話
27244,en,English
35945,de,Deutsch
35945,hu,Magyar
35945,en,English
54406,en,English
10596,en,English
60547,en,English
49256,es,Español
86084,en,English
13944,en,English
10199,en,English
10521,en,English
26235,en,English
13635,fr,Français
13635,es,Español
13635,ar,العربية
13635,en,English
14435,en,English
21966,ja,日本語
52886,en,English
52886,hu,Magyar
37373,en,English
260528,fy,
13177,en,English
34696,en,English
221861,en,English
14139,es,Español
16999,en,English
8280,fr,Français
125705,en,English
36746,en,English
36402,pl,Polski
317,bs,Bosanski
317,sr,Srpski
12437,en,English
2309,en,English
86363,en,English
162865,en,English
47658,en,English
31688,lv,Latviešu
31688,en,English
14076,en,English
14076,hi,हिन्दी
13942,en,English
18543,en,English
21029,en,English
50307,en,English
49511,en,English
27440,en,English
13825,en,English
250093,en,English
15227,ja,日本語
14560,en,English
14410,en,English
14410,it,Italiano
13788,en,English
13788,he,עִבְרִית
13429,en,English
6733,de,Deutsch
14871,en,English
35077,en,English
14353,en,English
27447,en,English
14254,en,English
16137,fr,Français
17803,en,English
101838,fi,suomi
214436,en,English
214436,fr,Français
214436,ro,Română
214436,ru,Pусский
14549,en,English
14549,fr,Français
14549,pl,Polski
80193,en,English
80193,es,Español
169869,en,English
169869,de,Deutsch
56816,fi,suomi
38205,fi,suomi
168261,en,English
168261,fi,suomi
168261,tk,
10529,en,English
160783,en,English
58782,en,English
62753,en,English
417285,es,Español
14582,en,English
14582,de,Deutsch
46595,en,English
46595,de,Deutsch
46595,sl,Slovenščina
50318,en,English
253116,en,English
94533,en,English
44052,en,English
63938,fi,suomi
1977,en,English
1977,ja,日本語
1977,pl,Polski
46725,en,English
13510,en,English
15554,fr,Français
14836,en,English
48350,en,English
15003,en,English
15003,ja,日本語
15003,th,ภาษาไทย
24194,en,English
14851,en,English
13455,en,English
4959,en,English
4959,fr,Français
4959,de,Deutsch
4959,it,Italiano
4959,ru,Pусский
10362,en,English
10184,en,English
16170,is,Íslenska
14849,en,English
36764,fi,suomi
111459,en,English
37309,en,English
131729,en,English
52105,en,English
60539,en,English
28196,en,English
1560,en,English
1560,el,ελληνικά
85394,en,English
85394,de,Deutsch
85394,pl,Polski
15060,en,English
26900,tr,Türkçe
15189,en,English
133328,en,English
13492,fr,Français
13492,de,Deutsch
70089,ja,日本語
4832,en,English
135938,pl,Polski
7353,en,English
14711,en,English
52512,en,English
52512,ja,日本語
98193,ja,日本語
49600,en,English
24171,ar,العربية
24171,fr,Français
5677,en,English
5677,fr,Français
44618,fr,Français
44618,sv,svenska
16804,ja,日本語
25405,en,English
73953,ar,العربية
73953,en,English
1961,en,English
15148,en,English
15945,en,English
171840,en,English
171840,fr,Français
171840,es,Español
14204,en,English
14204,zh,普通话
20829,en,English
30508,de,Deutsch
15039,en,English
13639,nl,Nederlands
47561,en,English
18884,en,English
26036,en,English
434306,en,English
14977,en,English
14977,pl,Polski
157909,en,English
21851,en,English
15105,en,English
17314,en,English
24351,en,English
94405,en,English
38087,en,English
16177,nl,Nederlands
29363,zh,普通话
79331,en,English
36499,en,English
15268,en,English
17317,en,English
17317,de,Deutsch
17317,es,Español
434,de,Deutsch
15670,en,English
206034,en,English
19255,en,English
43034,en,English
43034,ja,日本語
43034,es,Español
29117,en,English
14979,en,English
14979,nl,Nederlands
14979,ru,Pусский
18208,en,English
41054,it,Italiano
37468,en,English
8832,it,Italiano
50013,ru,Pусский
8279,fr,Français
14063,en,English
13207,en,English
15067,ko,한국어/조선말
14853,en,English
15159,en,English
18529,en,English
7916,en,English
38789,sv,svenska
90324,en,English
90324,uk,Український
67384,fr,Français
36281,ja,日本語
42818,fr,Français
29717,en,English
43873,fr,Français
17158,en,English
24221,fr,Français
24221,vi,Tiếng Việt
17077,fi,suomi
17077,sv,svenska
47497,pl,Polski
10049,cs,Český
10049,en,English
9914,en,English
40227,en,English
20421,en,English
125858,ja,日本語
111014,en,English
14301,en,English
8382,en,English
13849,en,English
13849,fr,Français
13849,pl,Polski
27061,en,English
27061,fr,Français
43146,fr,Français
53574,en,English
74286,en,English
26939,en,English
26127,en,English
26127,fr,Français
13613,en,English
16538,en,English
19998,en,English
19998,es,Español
5334,en,English
26387,en,English
7517,en,English
34474,en,English
34474,fr,Français
34474,de,Deutsch
13094,en,English
18781,cs,Český
18781,en,English
27757,en,English
16558,en,English
16558,de,Deutsch
16558,ru,Pусский
16558,es,Español
13811,en,English
17003,en,English
17003,es,Español
80314,ja,日本語
16353,cs,Český
16353,zh,普通话
16353,ru,Pусский
16353,th,ภาษาไทย
15472,sv,svenska
15472,en,English
52528,en,English
13090,en,English
13090,es,Español
15854,en,English
53651,en,English
58076,en,English
143240,pl,Polski
73856,ru,Pусский
14180,en,English
36836,ja,日本語
17166,en,English
47739,en,English
16325,en,English
16325,ru,Pусский
113321,pl,Polski
17097,en,English
46799,pl,Polski
19950,hi,हिन्दी
15512,en,English
14735,cn,广州话 / 廣州話
14735,en,English
14735,fr,Français
24220,en,English
24220,it,Italiano
24220,ro,Română
24220,es,Español
21946,fr,Français
20529,en,English
30155,en,English
39914,en,English
42914,en,English
36392,pl,Polski
62437,de,Deutsch
6968,en,English
6968,fr,Français
6968,de,Deutsch
6968,sv,svenska
13161,en,English
16197,en,English
53828,en,English
34015,en,English
13808,en,English
14637,en,English
15912,en,English
18096,hu,Magyar
18096,en,English
18094,en,English
33811,en,English
33811,es,Español
53863,en,English
16991,en,English
99283,en,English
94854,en,English
43396,en,English
16614,en,English
31273,tr,Türkçe
31273,pl,Polski
31273,tt,
31273,uk,Український
18558,en,English
16071,en,English
20048,en,English
20048,fi,suomi
8747,en,English
16258,en,English
15451,de,Deutsch
15451,ru,Pусский
330711,en,English
82962,en,English
22705,en,English
22705,it,Italiano
16005,en,English
39331,pl,Polski
284117,en,English
284117,nl,Nederlands
55500,fi,suomi
14164,en,English
14164,ja,日本語
14164,hi,हिन्दी
3632,en,English
9841,en,English
91099,es,Español
97421,en,English
43250,en,English
1940,en,English
33726,en,English
33726,fr,Français
61070,fi,suomi
93562,en,English
13557,en,English
10041,en,English
31132,pl,Polski
13804,en,English
34796,en,English
35849,en,English
35022,ja,日本語
45965,ja,日本語
19976,fr,Français
1387,en,English
21376,en,English
16867,en,English
19833,en,English
16919,en,English
15580,en,English
15801,en,English
8902,pt,Português
19618,en,English
83099,en,English
27644,en,English
18947,en,English
46096,en,English
67857,en,English
16996,en,English
8833,en,English
8833,pt,Português
16869,de,Deutsch
16869,en,English
16869,fr,Français
16869,it,Italiano
16995,cn,广州话 / 廣州話
16995,en,English
99224,en,English
94139,en,English
10000,es,Español
44967,ru,Pусский
45882,ar,العربية
45882,fa,فارسی
21641,en,English
15092,en,English
24365,en,English
24365,it,Italiano
38872,pl,Polski
95977,en,English
17431,es,Español
17431,en,English
67849,en,English
112582,en,English
205410,en,English
13123,hi,हिन्दी
33974,en,English
33974,de,Deutsch
33974,tl,
33974,th,ภาษาไทย
45949,de,Deutsch
18320,en,English
18320,de,Deutsch
49571,ja,日本語
17436,en,English
30843,ko,한국어/조선말
2080,en,English
17680,en,English
17680,fr,Français
36175,ja,日本語
53624,en,English
120528,en,English
17073,en,English
21191,pl,Polski
21191,es,Español
13475,en,English
24273,en,English
38464,en,English
22152,en,English
16279,en,English
72891,ru,Pусский
6461,de,Deutsch
23391,en,English
11160,it,Italiano
168643,en,English
19350,en,English
19350,de,Deutsch
15384,zh,普通话
15384,th,ภาษาไทย
48116,ro,Română
15342,fr,Français
25004,fi,suomi
17124,cs,Český
17124,en,English
17124,fr,Français
210487,pl,Polski
64115,pl,Polski
17532,en,English
10946,en,English
10946,pt,Português
23590,en,English
30416,en,English
65503,en,English
38869,pl,Polski
17027,en,English
15577,en,English
13448,en,English
13448,it,Italiano
13448,la,Latin
13448,fr,Français
13448,de,Deutsch
13448,zh,普通话
288035,en,English
92312,it,Italiano
80592,en,English
80592,es,Español
17635,en,English
42738,en,English
14141,en,English
30312,en,English
47906,en,English
111752,en,English
122160,en,English
17740,en,English
42943,en,English
42943,es,Español
13532,en,English
18495,en,English
180162,en,English
25218,en,English
24053,en,English
53947,en,English
15705,en,English
14448,fr,Français
21583,en,English
21583,cn,广州话 / 廣州話
534,en,English
534,it,Italiano
18360,en,English
38008,de,Deutsch
2049,en,English
19375,en,English
23997,en,English
18238,en,English
21755,en,English
21755,fr,Français
21755,cs,Český
21755,ja,日本語
43378,en,English
121707,en,English
30239,de,Deutsch
30239,it,Italiano
101362,pl,Polski
8211,pl,Polski
8429,en,English
8429,de,Deutsch
8429,it,Italiano
44012,fr,Français
10541,fr,Français
19955,fr,Français
90799,en,English
39194,en,English
36460,en,English
15555,en,English
40022,it,Italiano
86764,fr,Français
42062,en,English
14126,en,English
14126,fr,Français
17332,en,English
18405,en,English
155426,pl,Polski
21832,ja,日本語
16871,en,English
16871,es,Español
16871,hu,Magyar
16871,cs,Český
14160,en,English
21967,ja,日本語
14003,de,Deutsch
14003,ja,日本語
16899,en,English
21724,en,English
8282,fr,Français
31404,xx,No Language
42513,en,English
42513,fr,Français
83868,en,English
4934,en,English
15588,pt,Português
15588,fr,Français
15588,en,English
15588,he,עִבְרִית
61109,en,English
129089,en,English
14857,fr,Français
14857,en,English
14857,it,Italiano
17927,en,English
77822,en,English
14330,en,English
14330,es,Español
26508,en,English
28677,en,English
19203,en,English
15712,en,English
15712,fr,Français
15712,ku,
15712,tr,Türkçe
13975,en,English
18785,en,English
16164,en,English
17609,en,English
33104,hi,हिन्दी
37924,en,English
43321,en,English
18869,en,English
17829,en,English
16345,hi,हिन्दी
81512,en,English
115306,fi,suomi
27134,en,English
37024,ja,日本語
53622,en,English
761,fr,Français
11914,fr,Français
64968,fr,Français
34300,en,English
58018,pl,Polski
45560,de,Deutsch
26506,en,English
26506,ml,
13856,en,English
14536,en,English
14536,es,Español
13710,fr,Français
15084,de,Deutsch
14451,no,Norsk
18162,en,English
34482,en,English
16324,de,Deutsch
16324,no,Norsk
50600,en,English
19724,en,English
18487,en,English
27799,ja,日本語
8883,da,Dansk
8883,de,Deutsch
49767,en,English
29314,pt,Português
40465,en,English
40465,de,Deutsch
10272,en,English
23924,en,English
18061,zu,isiZulu
18061,en,English
21179,en,English
42341,ja,日本語
18760,zh,普通话
18760,cn,广州话 / 廣州話
11693,ja,日本語
40509,en,English
15073,en,English
15073,es,Español
31544,en,English
84119,en,English
84119,fr,Français
33409,fa,فارسی
33409,en,English
18240,en,English
51260,en,English
28110,es,Español
28110,en,English
89484,de,Deutsch
89484,en,English
17610,en,English
8933,no,Norsk
37911,en,English
38773,en,English
8269,sr,Srpski
45779,en,English
27085,en,English
8940,en,English
133,en,English
20152,is,Íslenska
14938,en,English
19508,en,English
66770,en,English
12162,en,English
12162,ar,العربية
12162,tr,Türkçe
4498,es,Español
176810,en,English
170477,en,English
75015,de,Deutsch
75015,pl,Polski
18507,en,English
16240,en,English
50030,fr,Français
81223,pl,Polski
24772,en,English
67515,en,English
29082,fr,Français
8284,en,English
4250,de,Deutsch
4250,it,Italiano
32451,en,English
62128,en,English
8373,en,English
8373,es,Español
62320,fr,Français
24734,en,English
75317,tr,Türkçe
8939,kk,қазақ
8939,ru,Pусский
35404,en,English
53906,en,English
19079,en,English
19265,en,English
12556,en,English
43638,en,English
43638,km,
43638,vi,Tiếng Việt
4990,en,English
43192,en,English
11322,en,English
8355,en,English
10821,tr,Türkçe
176241,en,English
47075,en,English
25728,en,English
20301,en,English
242737,pl,Polski
52109,en,English
251657,fi,suomi
24927,en,English
24927,ru,Pусский
183871,en,English
10024,hr,Hrvatski
10024,en,English
10788,en,English
10788,hi,हिन्दी
15423,en,English
15423,pl,Polski
33321,en,English
69426,en,English
69426,ta,தமிழ்
69426,te,తెలుగు
16226,en,English
42659,en,English
16440,en,English
37021,ja,日本語
62186,en,English
22612,en,English
19913,en,English
19913,fr,Français
19913,sv,svenska
47104,fa,فارسی
17359,pt,Português
47920,es,Español
47920,en,English
45184,en,English
18480,cs,Český
18480,en,English
18480,de,Deutsch
64831,en,English
266814,en,English
4931,en,English
301233,en,English
18901,no,Norsk
14728,en,English
16911,ru,Pусский
70648,sl,Slovenščina
8884,en,English
38940,en,English
38940,fr,Français
19105,en,English
14758,en,English
767,en,English
59847,fr,Français
60623,fr,Français
14687,en,English
14687,es,Español
351862,en,English
10353,fr,Français
245367,en,English
9592,en,English
9592,fr,Français
68572,en,English
84278,en,English
43195,de,Deutsch
43195,it,Italiano
23964,en,English
14531,en,English
76465,en,English
51302,en,English
14197,en,English
20174,en,English
48773,cn,广州话 / 廣州話
48773,en,English
8054,en,English
8054,ru,Pусский
8054,fr,Français
19929,en,English
19929,de,Deutsch
18696,fr,Français
18696,it,Italiano
18696,en,English
3478,fr,Français
3478,de,Deutsch
3478,it,Italiano
30713,es,Español
54759,sv,svenska
54759,fi,suomi
30121,en,English
64901,en,English
64901,fr,Français
64901,hu,Magyar
23720,en,English
14843,en,English
8937,ja,日本語
9974,en,English
9974,sv,svenska
22302,fr,Français
20382,en,English
53868,en,English
69342,en,English
37516,en,English
19727,es,Español
19727,en,English
56150,en,English
56150,hu,Magyar
22215,en,English
22215,fr,Français
22215,it,Italiano
22215,la,Latin
18635,fr,Français
18635,en,English
4983,en,English
53830,en,English
53830,de,Deutsch
38971,en,English
49691,fr,Français
39415,fr,Français
20407,en,English
22408,en,English
23286,en,English
97995,en,English
67967,en,English
67967,pt,Português
21208,en,English
21208,et,Eesti
21208,fr,Français
131351,en,English
16056,en,English
20943,en,English
82311,en,English
47870,en,English
104083,en,English
21407,en,English
12403,en,English
62547,fr,Français
15422,en,English
14833,en,English
41183,en,English
44578,en,English
20856,en,English
17654,af,Afrikaans
17654,ny,
17654,st,
17654,xh,
17654,zu,isiZulu
17654,en,English
24803,en,English
24803,fr,Français
38879,fr,Français
17335,en,English
13836,en,English
20071,es,Español
13730,fr,Français
15438,fr,Français
18126,en,English
14869,en,English
14869,fr,Français
14869,gd,
14415,fr,Français
14415,de,Deutsch
14415,la,Latin
30250,en,English
30250,hu,Magyar
121895,fr,Français
121895,en,English
17134,cs,Český
17134,en,English
50719,en,English
105703,zh,普通话
176650,zh,普通话
17199,fr,Français
20153,en,English
20777,en,English
54982,en,English
92989,zh,普通话
45999,zh,普通话
18908,da,Dansk
31067,en,English
39286,en,English
39286,es,Español
13752,en,English
13752,fi,suomi
13752,de,Deutsch
13752,no,Norsk
13752,ru,Pусский
22600,af,Afrikaans
22600,en,English
99657,de,Deutsch
40797,en,English
40743,en,English
17285,no,Norsk
12407,en,English
12407,it,Italiano
18440,en,English
22602,en,English
40799,en,English
40071,nl,Nederlands
19422,en,English
31670,fr,Français
38107,en,English
15137,ja,日本語
37047,ja,日本語
66949,fr,Français
77285,ja,日本語
64728,ja,日本語
11115,en,English
22795,en,English
21878,en,English
21878,es,Español
18585,ja,日本語
18585,en,English
19905,en,English
22051,en,English
25902,hu,Magyar
16634,en,English
58421,en,English
31913,en,English
14940,en,English
14940,fr,Français
14940,ja,日本語
24420,en,English
13797,en,English
13797,es,Español
12605,de,Deutsch
128856,de,Deutsch
145066,en,English
31216,en,English
19556,en,English
23367,en,English
49982,ja,日本語
49982,zh,普通话
49982,cn,广州话 / 廣州話
45852,en,English
24999,ja,日本語
16710,en,English
19840,en,English
25047,fr,Français
33199,ko,한국어/조선말
22025,ja,日本語
99599,zh,普通话
25183,en,English
19170,en,English
14745,en,English
14745,ru,Pусский
19585,en,English
41682,en,English
17336,en,English
11928,en,English
11928,fr,Français
11928,es,Español
98289,en,English
99600,cn,广州话 / 廣州話
99600,ja,日本語
99600,zh,普通话
18281,en,English
8895,en,English
8895,fr,Français
8895,he,עִבְרִית
18533,en,English
30319,en,English
30319,es,Español
18820,en,English
85097,en,English
85097,es,Español
12839,en,English
15775,en,English
44655,es,Español
43384,en,English
46351,en,English
38662,en,English
18032,en,English
677,de,Deutsch
685,de,Deutsch
92011,en,English
49835,en,English
18759,en,English
87683,id,Bahasa indonesia
87683,en,English
18568,en,English
33314,en,English
33314,fr,Français
21657,en,English
8899,fr,Français
8899,de,Deutsch
20778,fr,Français
22492,en,English
17153,ru,Pусский
17153,en,English
21236,en,English
35059,en,English
43878,fr,Français
29967,en,English
68692,en,English
15641,en,English
21955,en,English
43303,en,English
25704,en,English
21371,en,English
21371,fr,Français
21371,es,Español
21371,wo,Wolof
23115,en,English
41427,it,Italiano
184781,en,English
36108,da,Dansk
36108,en,English
36108,fi,suomi
36108,fr,Français
36108,he,עִבְרִית
36108,it,Italiano
36108,ja,日本語
36108,pt,Português
36108,ru,Pусский
36108,es,Español
36108,yi,
36108,zh,普通话
23049,en,English
26914,en,English
15457,fr,Français
758,en,English
43734,en,English
41496,de,Deutsch
12410,en,English
45458,fr,Français
64544,fr,Français
26320,en,English
41127,en,English
35203,en,English
34869,ru,Pусский
24150,en,English
65990,en,English
65990,fr,Français
65990,hu,Magyar
65990,es,Español
60216,en,English
60216,de,Deutsch
21336,en,English
35044,en,English
2861,fr,Français
23451,en,English
23451,it,Italiano
25376,es,Español
59314,en,English
12244,en,English
58450,it,Italiano
58450,ru,Pусский
5060,en,English
15809,en,English
15809,de,Deutsch
29914,en,English
52710,fr,Français
140887,en,English
140887,de,Deutsch
40979,en,English
22494,en,English
37903,de,Deutsch
37903,it,Italiano
37903,la,Latin
37903,pl,Polski
227370,fi,suomi
227370,sv,svenska
17899,es,Español
18120,en,English
18120,es,Español
106006,en,English
17445,en,English
17445,es,Español
63581,en,English
23736,en,English
19898,en,English
19898,vi,Tiếng Việt
19898,de,Deutsch
20171,es,Español
20171,en,English
21700,es,Español
57412,en,English
57412,fr,Français
72083,es,Español
17046,en,English
17046,fr,Français
6309,en,English
10313,en,English
20715,en,English
17632,en,English
31936,en,English
31936,es,Español
40954,en,English
8071,en,English
8071,fr,Français
43255,ja,日本語
42225,de,Deutsch
42225,it,Italiano
42225,la,Latin
42225,sc,
689,el,ελληνικά
22774,fr,Français
22774,en,English
22774,it,Italiano
32317,fr,Français
47576,en,English
47576,es,Español
2979,en,English
17618,en,English
19994,es,Español
19994,en,English
11323,en,English
117531,en,English
42762,en,English
3511,en,English
37317,en,English
37317,es,Español
25900,en,English
29134,ar,العربية
29134,en,English
12569,en,English
19912,en,English
18501,en,English
22794,en,English
279606,en,English
26367,en,English
43757,en,English
23253,en,English
114618,en,English
18570,en,English
36703,en,English
46768,it,Italiano
18724,en,English
22536,en,English
22536,fr,Français
22536,ko,한국어/조선말
16873,en,English
22326,fi,suomi
25643,en,English
29963,fr,Français
29963,en,English
30685,de,Deutsch
30685,en,English
25549,en,English
63615,es,Español
26009,en,English
26500,ar,العربية
26500,en,English
26500,fr,Français
26500,he,עִבְרִית
35113,en,English
40225,fr,Français
17455,en,English
12699,en,English
25532,es,Español
23827,en,English
14579,en,English
185591,fr,Français
28299,en,English
16194,en,English
62396,en,English
18974,en,English
18974,fr,Français
64450,tl,
44208,en,English
44208,fr,Français
19136,en,English
25112,en,English
28051,it,Italiano
20178,en,English
67612,pt,Português
25050,ja,日本語
43360,fr,Français
41053,hi,हिन्दी
54563,fr,Français
76636,fr,Français
76636,wo,Wolof
22074,en,English
22074,pl,Polski
91262,fr,Français
38670,it,Italiano
22717,hi,हिन्दी
23128,en,English
12573,en,English
12573,he,עִבְרִית
12573,yi,
28053,en,English
24869,en,English
90056,xx,No Language
126597,cs,Český
24561,ja,日本語
36800,en,English
14476,en,English
104275,cs,Český
21398,en,English
23127,en,English
39506,ja,日本語
23202,en,English
24001,en,English
22798,en,English
23082,en,English
23082,pt,Português
62635,en,English
62635,hi,हिन्दी
62635,ne,
62635,bo,
61524,en,English
19959,en,English
19959,fr,Français
18065,en,English
19908,en,English
28665,en,English
23044,en,English
18176,en,English
23532,en,English
46068,en,English
33474,en,English
26688,en,English
22787,en,English
22787,ru,Pусский
4786,es,Español
24684,en,English
77246,en,English
63795,en,English
63978,fr,Français
11156,fr,Français
11156,en,English
74469,en,English
44054,en,English
26763,my,
26763,en,English
18710,it,Italiano
18710,en,English
33476,en,English
19899,en,English
23706,es,Español
23706,en,English
39488,es,Español
106254,xx,No Language
11807,hi,हिन्दी
11807,it,Italiano
17622,en,English
17622,hu,Magyar
60773,fr,Français
885,xx,No Language
126136,en,English
23966,en,English
188858,es,Español
188858,fr,Français
44685,ja,日本語
92990,zh,普通话
43902,en,English
43850,en,English
33380,ja,日本語
33380,en,English
33380,de,Deutsch
21910,en,English
4734,fr,Français
42678,en,English
44334,en,English
42537,en,English
16523,en,English
46931,et,Eesti
46931,fi,suomi
46931,ru,Pусский
1686,en,English
67062,pt,Português
59239,bn,বাংলা
85927,fr,Français
63107,ru,Pусский
29124,en,English
44630,cs,Český
44630,en,English
44630,it,Italiano
37340,en,English
38702,en,English
43990,en,English
18214,en,English
3513,cs,Český
3513,en,English
3513,fr,Français
19837,en,English
25132,en,English
12572,cn,广州话 / 廣州話
12572,en,English
12572,fr,Français
12572,gu,
12572,yi,
22803,en,English
32563,en,English
52941,en,English
180576,en,English
33806,nl,Nederlands
50936,cn,广州话 / 廣州話
8915,en,English
19904,en,English
120518,en,English
24238,en,English
24238,yi,
19918,en,English
24056,en,English
23512,en,English
31189,ar,العربية
31189,en,English
54154,en,English
54154,de,Deutsch
54154,it,Italiano
85763,en,English
37637,en,English
37637,es,Español
94663,hu,Magyar
69912,fr,Français
51619,en,English
21058,zh,普通话
30506,en,English
97029,wo,Wolof
97029,en,English
97029,ar,العربية
71041,de,Deutsch
98914,ru,Pусский
54419,fr,Français
54419,ro,Română
89681,en,English
89681,pt,Português
89681,es,Español
42788,it,Italiano
8926,en,English
16398,en,English
24392,en,English
24392,pl,Polski
2973,xx,No Language
32928,ru,Pусский
22947,en,English
141640,es,Español
168607,en,English
13558,en,English
105419,es,Español
47430,pl,Polski
34631,en,English
19035,cs,Český
56619,cs,Český
26191,fr,Français
26191,de,Deutsch
23173,en,English
53985,en,English
49167,ar,العربية
49167,fr,Français
39306,en,English
71171,en,English
84089,en,English
84089,it,Italiano
31021,pl,Polski
173171,pl,Polski
48329,en,English
44338,xx,No Language
36577,ja,日本語
22447,en,English
43893,en,English
65403,en,English
22804,en,English
13576,en,English
28422,ja,日本語
108021,en,English
94653,en,English
1697,de,Deutsch
36949,en,English
38680,en,English
24418,en,English
22821,en,English
22821,it,Italiano
22821,es,Español
