budget,id,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year,return
0,26884,en,1.974577,1931-10-31,0.0,90,Released,Platinum Blonde,6.0,7.0,1931,0
100000,37833,en,1.602866,1936-01-15,0.0,66,Released,Reefer Madness,4.1,31.0,1936,0
0,18995,en,7.005083,1950-04-30,0.0,83,Released,D.O.A.,7.2,46.0,1950,0
0,43759,en,1.345564,1948-11-16,0.0,82,Released,The Boy with Green Hair,6.1,19.0,1948,0
1000000,5205,en,5.866383,1977-01-18,0.0,85,Released,Pumping Iron,7.0,136.0,1977,0
12000000,2017,en,4.165629,2002-06-28,0.0,97,Released,No Good Deed,5.2,56.0,2002,0
0,38606,en,1.452646,1966-03-29,0.0,112,Released,The Trouble with Angels,7.0,17.0,1966,0
30000000,14239,en,11.781895,1992-07-10,14110589.0,102,Released,Cool World,4.9,135.0,1992,0.47
11000000,55448,en,4.08938,1993-09-10,1044824.0,100,Released,Money for Nothing,5.1,21.0,1993,0.09
0,21779,en,2.311461,1966-02-18,16318124.0,102,Released,The Silencers,6.5,18.0,1966,0
0,71189,en,1.088001,1968-04-10,0.0,93,Released,"Where Angels Go, Trouble Follows",4.9,5.0,1968,0
0,67794,en,0.090019,1983-01-01,0.0,133,Released,Heat and Dust,5.9,7.0,1983,0
5000000,73515,en,1.0085,1985-11-18,0.0,97,Released,Mesmerized,4.4,4.0,1985,0
0,405,it,5.948021,1954-07-16,0.0,104,Released,La Strada,7.5,196.0,1954,0
1400000,9696,ja,8.992796,2001-12-22,0.0,129,Released,Ichi the Killer,7.0,228.0,2001,0
0,4917,en,8.386787,1975-11-20,0.0,91,Released,A Boy and His Dog,6.5,90.0,1975,0
0,37774,en,2.709464,1976-11-18,0.0,123,Released,The Last Tycoon,6.2,27.0,1976,0
0,5055,pl,2.896039,1958-10-03,0.0,103,Released,Ashes and Diamonds,7.5,46.0,1958,0
0,40140,en,1.785956,1969-12-11,0.0,134,Released,Marooned,6.8,17.0,1969,0
0,42040,en,0.937702,1985-03-29,0.0,114,Released,King David,6.1,7.0,1985,0
0,29933,pl,2.599731,1957-04-20,0.0,91,Released,Kanał,7.3,19.0,1957,0
0,35888,en,0.547716,1989-01-01,0.0,90,Released,Cat Chaser,3.6,7.0,1989,0
8394751,3059,en,4.282118,1916-09-04,0.0,197,Released,Intolerance: Love's Struggle Throughout the Ages,7.4,63.0,1916,0
0,22727,en,0.93079,1961-06-02,0.0,54,Released,The Beast of Yucca Flats,1.6,18.0,1961,0
0,28586,en,0.93057,1960-09-22,0.0,75,Released,Tormented,5.0,9.0,1960,0
0,56157,en,0.129098,1956-01-01,0.0,65,Released,The Violent Years,4.0,3.0,1956,0
10000000,11708,en,13.852147,1968-12-16,0.0,144,Released,Chitty Chitty Bang Bang,6.8,193.0,1968,0
0,27329,th,1.236038,2001-08-17,0.0,185,Released,The Legend of Suriyothai,5.1,6.0,2001,0
0,42514,en,4.597434,1971-05-12,0.0,114,Released,Plaza Suite,6.8,9.0,1971,0
0,20444,en,1.945528,1970-05-28,0.0,98,Released,The Out of Towners,7.1,24.0,1970,0
0,17736,en,1.403849,1992-09-11,0.0,105,Released,Where the Day Takes You,5.6,13.0,1992,0
450000,114046,en,0.445183,1962-07-04,0.0,90,Released,The Three Stooges in Orbit,6.0,3.0,1962,0
0,82283,en,0.594437,1927-02-15,0.0,72,Released,It,6.5,6.0,1927,0
13000000,1954,en,12.994939,2004-01-22,96060858.0,113,Released,The Butterfly Effect,7.3,2119.0,2004,7.39
17000000,13476,en,5.924226,2004-01-23,16980098.0,95,Released,Win a Date with Tad Hamilton!,5.5,163.0,2004,1
0,11194,en,7.594022,2003-09-05,13885802.0,106,Released,Touching the Void,7.6,139.0,2003,0
50000000,12634,en,6.496271,2004-01-30,6808550.0,88,Released,The Big Bounce,5.0,77.0,2004,0.14
0,13505,en,6.2425,2004-01-30,0.0,93,Released,The Perfect Score,5.6,136.0,2004,0
0,14114,en,3.707216,2004-01-30,0.0,95,Released,You Got Served,4.8,75.0,2004,0
850000,15708,en,3.334942,2003-07-10,819939.0,107,Released,Latter Days,6.8,57.0,2003,0.96
18000000,21301,en,8.353739,2004-01-20,65070412.0,106,Released,Barbershop 2:  Back in Business,5.7,77.0,2004,3.62
18000000,20483,en,5.226389,2004-02-06,16702864.0,92,Released,Catch That Kid,5.0,78.0,2004,0.93
28000000,14292,en,8.248999,2004-02-06,64445708.0,135,Released,Miracle,7.0,162.0,2004,2.3
0,44539,en,0.108259,2002-09-12,0.0,97,Released,An Amazing Couple,7.0,3.0,2002,0
15000000,1278,en,6.685981,2003-09-01,15121165.0,115,Released,The Dreamers,7.2,680.0,2003,1.01
0,18841,en,2.073869,2001-09-12,0.0,90,Released,The Lost Skeleton of Cadavra,6.5,30.0,2001,0
0,25925,en,0.862854,1993-04-23,0.0,85,Released,Who's the Man?,5.0,9.0,1993,0
0,32035,en,4.633638,1990-03-09,0.0,97,Released,Love at Large,5.1,9.0,1990,0
0,74395,en,2.675068,1991-04-05,0.0,88,Released,Hangin' With The Homeboys,6.0,10.0,1991,0
0,19361,en,6.398905,1994-01-01,161410.0,86,Released,Sleep with Me,5.3,11.0,1994,0
0,81824,en,0.159657,1986-03-21,0.0,110,Released,Just Between Friends,2.5,2.0,1986,0
0,21968,en,1.222538,1972-08-04,0.0,93,Released,Super Fly,7.0,31.0,1972,0
0,29493,en,1.266846,1977-10-07,0.0,135,Released,A Piece of the Action,6.5,4.0,1977,0
70000,29473,en,1.411831,1975-10-11,11800000.0,110,Released,Let's Do It Again,7.7,10.0,1975,168.57
3000000,29464,en,2.008129,1974-07-26,0.0,104,Released,Uptown Saturday Night,6.4,14.0,1974,0
6000000,37900,en,2.973539,1998-09-11,0.0,95,Released,Hell's Kitchen,5.4,12.0,1998,0
0,91390,en,0.505207,1993-09-16,0.0,119,Released,The Innocent,6.1,5.0,1993,0
0,33557,en,8.404739,2001-10-26,0.0,101,Released,Daddy and Them,5.6,6.0,2001,0
0,7008,en,2.552926,1975-02-01,0.0,105,Released,The Wilby Conspiracy,6.7,6.0,1975,0
500000,30566,en,2.697458,1972-08-25,0.0,93,Released,Blacula,5.7,41.0,1972,0
0,42466,en,1.059192,1973-06-27,0.0,96,Released,Scream Blacula Scream,6.0,17.0,1973,0
0,76176,en,0.221645,2000-10-31,0.0,90,Released,Da Hip Hop Witch,1.0,2.0,2000,0
0,18446,en,1.787996,1984-04-13,0.0,100,Released,Swing Shift,5.0,11.0,1984,0
14000000,22004,en,9.879725,1992-12-25,0.0,101,Released,Trespass,6.2,46.0,1992,0
2000000,11023,en,14.379879,2003-08-20,4601043.0,100,Released,Thirteen,6.6,355.0,2003,2.3
0,47802,en,1.595591,1992-10-14,0.0,105,Released,Simple Men,7.1,12.0,1992,0
0,92298,en,0.000308,1976-04-11,0.0,105,Released,The Sailor Who Fell from Grace with the Sea,6.4,7.0,1976,0
1100000,35227,en,0.838095,1922-01-11,400200.0,117,Released,Foolish Wives,6.4,10.0,1922,0.36
0,29852,en,3.86571,1972-11-01,0.0,85,Released,"Silent Night, Bloody Night",5.3,22.0,1972,0
0,23001,en,0.557728,1947-04-04,0.0,89,Released,The Sin of Harold Diddlebock,6.6,5.0,1947,0
0,51049,en,0.690606,1994-11-03,0.0,113,Released,Pontiac Moon,4.8,3.0,1994,0
18000000,11221,en,1.975174,1984-07-20,19265302.0,94,Released,Best Defense,3.6,25.0,1984,1.07
75000000,1824,en,11.134888,2004-02-13,196482882.0,99,Released,50 First Dates,6.6,2161.0,2004,2.62
30000000,16784,en,3.832792,2004-02-24,14000000.0,110,Released,Welcome to Mooseport,4.8,54.0,2004,0.47
0,44674,fr,0.097876,2002-09-12,0.0,123,Released,After Life,7.0,2.0,2002,0
0,292090,en,0.003027,2002-01-01,0.0,0,Released,Face,0.0,0.0,2002,0
0,11083,no,6.164594,2003-01-01,0.0,95,Released,Kitchen Stories,7.0,24.0,2003,0
0,54045,en,0.903935,2002-10-22,0.0,116,Released,The Code,5.1,9.0,2002,0
0,337,fr,8.260823,2003-12-03,11576431.0,94,Released,Monsieur Ibrahim,7.0,39.0,2003,0
1300000,11951,en,5.184013,1971-01-15,72266306.0,99,Released,Vanishing Point,7.1,110.0,1971,55.59
0,43376,fr,2.957558,1951-02-07,0.0,115,Released,Diary of a Country Priest,7.7,41.0,1951,0
1135654,28963,en,3.878515,1924-03-18,1213880.0,149,Released,The Thief of Bagdad,7.4,37.0,1924,1.07
3000000,2576,en,5.733434,1959-03-18,0.0,180,Released,The Diary of Anne Frank,7.3,79.0,1959,0
0,22561,it,1.115905,1976-03-12,0.0,85,Released,Allegro non troppo,6.9,22.0,1976,0
0,19345,en,3.245911,1987-02-06,25205460.0,102,Released,Black Widow,6.0,45.0,1987,0
0,14430,es,1.955107,1999-11-09,0.0,120,Released,Herod's Law,7.7,23.0,1999,0
6500000,12775,en,13.006729,1985-08-30,0.0,126,Released,Flesh + Blood,6.3,87.0,1985,0
12500000,9838,en,6.138795,1985-03-20,238227.0,100,Released,King Solomon's Mines,5.0,101.0,1985,0.02
0,50075,en,1.570282,1926-03-08,0.0,94,Released,The Black Pirate,6.9,14.0,1926,0
8500000,2099,en,9.292099,1986-06-06,16209459.0,106,Released,Raw Deal,5.5,159.0,1986,1.91
0,42852,en,9.042737,1939-07-28,0.0,114,Released,"Goodbye, Mr. Chips",7.2,30.0,1939,0
0,40454,en,4.249146,1966-12-01,0.0,131,Released,"Follow Me, Boys!",4.9,7.0,1966,0
22000000,6470,en,2.65559,1990-05-25,0.0,85,Released,Fire Birds,4.5,35.0,1990,0
0,20032,en,1.097132,2003-01-01,0.0,85,Released,Robot Stories,3.7,5.0,2003,0
39000000,8842,en,1.381022,2004-02-20,6614280.0,106,Released,Against the Ropes,4.5,32.0,2004,0.17
15000000,11132,en,7.423275,2004-02-17,29331068.0,89,Released,Confessions of a Teenage Drama Queen,5.1,228.0,2004,1.96
25000000,9352,en,6.275468,2004-02-20,20796847.0,93,Released,EuroTrip,6.5,673.0,2004,0.83
30000000,615,en,13.194168,2004-02-25,611899420.0,127,Released,The Passion of the Christ,6.9,888.0,2004,20.4
8500000,11217,en,6.57613,2004-02-27,5001655.0,104,Released,Club Dread,5.1,107.0,2004,0.59
25000000,10677,en,4.475359,2004-02-27,27685016.0,86,Released,Dirty Dancing: Havana Nights,6.0,154.0,2004,1.11
50000000,13572,en,5.376246,2004-02-27,25195000.0,97,Released,Twisted,5.3,127.0,2004,0.5
0,30735,en,0.172669,2003-06-06,0.0,122,Released,Alila,6.0,3.0,2003,0
4800000,338,de,10.605595,2003-02-09,79384880.0,121,Released,"Good bye, Lenin!",7.4,602.0,2003,16.54
100000000,2023,en,8.140709,2004-03-05,108103450.0,136,Released,Hidalgo,6.5,321.0,2004,1.08
60000000,9384,en,10.776138,2004-03-05,170268750.0,101,Released,Starsky & Hutch,5.6,661.0,2004,2.84
0,25935,en,3.529565,2003-08-06,0.0,112,Released,The Reckoning,6.4,33.0,2003,0
0,797,sv,8.862628,1966-10-18,0.0,85,Released,Persona,8.0,353.0,1966,0
0,42602,sv,2.575461,1969-11-10,0.0,101,Released,The Passion of Anna,7.2,33.0,1969,0
0,60792,en,1.123864,1962-03-20,0.0,114,Released,Walk on the Wild Side,5.3,7.0,1962,0
0,70113,en,0.799256,1949-10-26,0.0,88,Released,Tokyo Joe,6.1,4.0,1949,0
0,47474,en,2.055321,1977-10-28,0.0,120,Released,The Serpent's Egg,5.8,20.0,1977,0
0,56188,en,1.021429,1957-05-30,0.0,116,Released,Fire Down Below,6.5,4.0,1957,0
0,29084,fr,1.957418,1943-09-28,0.0,92,Released,Le Corbeau,7.3,32.0,1943,0
0,1723,en,2.81672,1976-09-17,0.0,95,Released,The Front,6.2,33.0,1976,0
0,25955,en,6.366499,1953-05-29,0.0,80,Released,Pickup on South Street,7.2,57.0,1953,0
0,41876,it,2.212979,1969-10-13,0.0,156,Released,The Damned,6.8,30.0,1969,0
0,62190,en,0.246518,2002-06-13,0.0,89,Released,American Gun,5.7,3.0,2002,0
0,43323,en,1.971284,1955-12-13,0.0,161,Released,Richard III,6.8,26.0,1955,0
0,67022,fr,0.248291,1981-05-20,0.0,101,Released,Quartet,4.6,6.0,1981,0
11500000,24548,en,3.922068,1985-04-26,0.0,100,Released,Just One of the Guys,6.4,64.0,1985,0
0,31602,en,3.082889,1966-02-17,0.0,135,Released,The Chase,6.7,39.0,1966,0
6000000,57744,en,0.646642,1988-10-14,0.0,101,Released,The Kiss,5.6,15.0,1988,0
0,37044,en,0.853628,1999-09-05,0.0,76,Released,Wisconsin Death Trip,5.4,7.0,1999,0
0,42989,en,0.677273,1963-03-17,0.0,94,Released,The Wrong Arm of the Law,6.9,8.0,1963,0
26000000,17047,en,12.59201,2004-06-24,28818995.0,100,Released,Agent Cody Banks 2: Destination London,5.2,145.0,2004,1.11
25000000,10591,en,13.083718,2004-04-09,30411183.0,108,Released,The Girl Next Door,6.3,844.0,2004,1.22
40000000,1586,en,9.524283,2004-03-12,92913171.0,96,Released,Secret Window,6.4,1007.0,2004,2.32
19250000,11169,en,7.364519,2004-03-12,8112712.0,102,Released,Spartan,6.3,104.0,2004,0.42
0,49689,he,1.046869,2002-10-24,0.0,87,Released,Broken Wings,6.8,13.0,2002,0
0,266687,en,0.002353,2004-03-12,0.0,97,Released,Games People Play,0.0,0.0,2004,0
0,66660,en,0.002692,2002-01-01,0.0,90,Released,How to Draw a Bunny,0.0,0.0,2002,0
0,156,da,2.651412,2002-11-08,0.0,111,Released,Wilbur Wants to Kill Himself,6.8,25.0,2002,0
19000000,2778,en,2.459293,1994-04-01,7411659.0,89,Released,Clifford,5.3,17.0,1994,0.39
0,10433,en,4.769347,1993-03-05,11081586.0,96,Released,Mad Dog and Glory,5.5,78.0,1993,0
12,47168,en,1.410322,1996-10-16,1.0,84,Released,The Wind in the Willows,4.9,16.0,1996,0.08
0,58995,en,1.132689,1982-02-05,0.0,107,Released,Night Crossing,5.7,8.0,1982,0
0,43236,en,1.990531,1957-12-13,0.0,151,Released,Peyton Place,6.3,16.0,1957,0
0,142168,en,0.439424,2002-07-13,0.0,100,Released,Searching for Debra Winger,8.3,3.0,2002,0
0,40752,en,0.927452,1987-03-01,0.0,86,Released,Walk Like a Man,4.0,3.0,1987,0
28000000,924,en,13.157873,2004-03-19,102356381.0,101,Released,Dawn of the Dead,6.8,1039.0,2004,3.66
20000000,38,en,12.906327,2004-03-19,72258126.0,108,Released,Eternal Sunshine of the Spotless Mind,7.9,3758.0,2004,3.61
45000000,11081,en,7.85646,2004-03-19,65470529.0,103,Released,Taking Lives,6.0,356.0,2004,1.45
0,4377,de,0.473153,2002-01-01,0.0,83,Released,The Child I Never Was,8.0,5.0,2002,0
5000000,16941,en,3.715985,2003-08-29,4856298.0,105,Released,Intermission,6.4,51.0,2003,0.97
0,1720,is,1.709303,2003-02-28,0.0,90,Released,Noi the Albino,6.3,27.0,2003,0
35000000,9541,en,5.706507,2004-03-25,36098382.0,102,Released,Jersey Girl,5.8,333.0,2004,1.03
0,5516,en,13.106691,2004-03-25,0.0,104,Released,The Ladykillers,6.0,421.0,2004,0
3000000,20304,en,6.212433,2004-03-26,5923000.0,88,Released,Never Die Alone,5.7,34.0,2004,1.97
0,11024,en,7.65458,2004-03-24,181466833.0,93,Released,Scooby-Doo 2: Monsters Unleashed,5.4,519.0,2004,0
0,53734,en,0.85986,2003-01-21,0.0,82,Released,A Foreign Affair,5.8,4.0,2003,0
10000000,553,da,9.808595,2003-05-19,16680836.0,178,Released,Dogville,7.6,619.0,2003,1.67
0,10544,en,11.478361,2003-03-22,6585516.0,110,Released,Ned Kelly,6.1,114.0,2003,0
66000000,1487,en,13.206854,2004-04-02,99318987.0,122,Released,Hellboy,6.5,2278.0,2004,1.5
110000000,13700,en,8.555544,2004-04-02,103951461.0,76,Released,Home on the Range,5.7,405.0,2004,0.95
0,11137,en,11.631511,2004-03-28,0.0,111,Released,The Prince & Me,5.9,286.0,2004,0
56000000,11358,en,10.577565,2004-04-02,57223890.0,86,Released,Walking Tall,6.0,387.0,2004,1.02
0,13573,en,10.087404,2003-01-18,343816.0,108,Released,The United States of Leland,6.5,91.0,2003,0
12000000,19084,en,3.223039,2004-04-07,31179516.0,97,Released,Johnson Family Vacation,4.8,31.0,2004,2.6
145000000,10733,en,12.240901,2004-04-07,25819961.0,137,Released,The Alamo,5.8,108.0,2004,0.18
31000000,14442,en,11.316988,2004-04-09,27388767.0,96,Released,Ella Enchanted,5.9,454.0,2004,0.88
40000000,2122,en,7.15606,2004-04-07,26155781.0,98,Released,The Whole Ten Yards,5.5,282.0,2004,0.65
0,25300,it,4.422618,2003-02-08,0.0,108,Released,I'm Not Scared,7.1,235.0,2003,0
6800000,14576,en,5.864457,2003-05-18,0.0,101,Released,Shade,6.1,74.0,2003,0
0,13432,fr,0.512099,2003-09-17,0.0,103,Released,Since Otar Left,5.7,13.0,2003,0
0,26636,en,1.516165,2003-09-17,0.0,114,Released,Twentynine Palms,5.3,20.0,2003,0
13000000,6844,en,11.14704,1956-10-05,122700000.0,220,Released,The Ten Commandments,7.5,358.0,1956,9.44
650000,923,en,19.24201,1978-09-02,55000000.0,127,Released,Dawn of the Dead,7.4,597.0,1978,84.62
3000000,2587,it,1.763243,1972-03-03,0.0,135,Released,"Brother Sun, Sister Moon",6.3,17.0,1972,0
0,3591,en,4.091602,1966-12-01,0.0,100,Released,One Million Years B.C.,5.8,48.0,1966,0
0,28026,en,0.834421,2003-01-20,0.0,104,Released,Prey for Rock & Roll,4.3,6.0,2003,0
0,26176,en,5.016085,1976-01-01,0.0,95,Released,"Mother, Jugs & Speed",5.8,12.0,1976,0
0,41857,en,1.469044,1968-06-01,12000000.0,106,Released,Bandolero!,6.2,20.0,1968,0
0,78364,en,0.000308,1985-03-29,1878561.0,105,Released,The Slugger's Wife,3.8,2.0,1985,0
5600000,10338,en,5.191425,1965-06-03,29950000.0,138,Released,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,6.4,40.0,1965,5.35
0,33839,en,2.084567,1950-03-31,0.0,85,Released,Cheaper by the Dozen,6.4,25.0,1950,0
150000,133919,sv,2.845693,1973-04-11,0.0,283,Released,Scenes from a Marriage,8.3,44.0,1973,0
0,95548,en,0.598636,1965-01-12,0.0,100,Rumored,Baby the Rain Must Fall,5.3,8.0,1965,0
0,50549,en,0.875278,1952-05-01,0.0,89,Released,Belles on their Toes,7.1,4.0,1952,0
0,38978,en,0.695389,1970-07-01,0.0,99,Released,Ned Kelly,4.7,3.0,1970,0
0,92331,en,0.989423,1989-01-01,0.0,0,Released,Beyond the Stars,5.8,4.0,1989,0
0,111883,en,0.810792,1992-09-17,0.0,117,Released,Mac,3.0,5.0,1992,0
0,42245,en,1.451687,1976-06-18,0.0,88,Released,The Food of the Gods,4.9,29.0,1976,0
0,68347,en,1.159883,1989-05-18,0.0,91,Released,Food of the Gods II,5.8,8.0,1989,0
0,89488,de,0.117614,1988-12-15,0.0,95,Released,Anna,7.3,3.0,1988,0
0,34082,en,2.713688,1952-01-01,0.0,91,Released,Road to Bali,6.5,22.0,1952,0
0,22999,en,3.60402,1939-10-28,0.0,69,Released,The Flying Deuces,6.4,25.0,1939,0
0,20278,en,5.021009,1949-05-04,0.0,79,Released,Africa Screams,6.6,17.0,1949,0
0,18698,en,1.556265,1952-01-01,0.0,70,Released,Jack and the Beanstalk,6.0,12.0,1952,0
0,47201,en,0.809031,1981-01-01,0.0,94,Released,High Risk,6.1,5.0,1981,0
0,12239,en,9.425108,1983-10-14,6486797.0,103,Released,The Osterman Weekend,6.0,34.0,1983,0
0,4365,en,1.107734,1987-03-01,0.0,87,Released,Munchies,4.7,6.0,1987,0
0,86182,en,0.175357,1979-11-01,0.0,98,Released,The Cat and the Canary,5.9,14.0,1979,0
0,45862,en,0.965268,2003-09-12,0.0,106,Released,Hangman's Curse,5.5,9.0,2003,0
0,65066,en,1.32675,1979-12-07,0.0,97,Released,Going in Style,6.9,10.0,1979,0
0,42228,en,0.78483,1977-02-10,0.0,93,Released,The Late Show,5.9,11.0,1977,0
0,16561,en,2.055346,1975-11-06,0.0,111,Released,The Sunshine Boys,6.8,26.0,1975,0
0,54655,en,1.085018,1992-07-31,0.0,95,Released,Jersey Girl,5.5,7.0,1992,0
0,70779,en,0.309421,2000-09-11,0.0,73,Released,The American Nightmare,6.1,8.0,2000,0
4500000,10843,en,6.583161,1985-09-13,10609321.0,97,Released,After Hours,7.4,251.0,1985,2.36
0,2098,en,6.363489,1964-05-20,0.0,85,Released,Viva Las Vegas,5.7,28.0,1964,0
0,65332,it,0.614959,1973-02-23,0.0,120,Released,Love and Anarchy,7.0,8.0,1973,0
0,34303,en,1.226662,1998-12-20,0.0,93,Released,Hitman Hart: Wrestling with Shadows,7.4,18.0,1998,0
20000000,15673,en,9.502332,2004-04-16,11341016.0,98,Released,Connie and Carla,6.4,24.0,2004,0.57
30000000,393,en,21.533072,2004-04-16,152159461.0,136,Released,Kill Bill: Vol. 2,7.7,4061.0,2004,5.07
33000000,7220,en,18.250919,2004-04-15,54700105.0,124,Released,The Punisher,6.1,786.0,2004,1.66
0,33823,en,0.224164,2004-09-08,0.0,123,Released,Paper Clips,6.1,4.0,2004,0
0,163676,en,0.160085,2003-05-26,0.0,0,Released,A Thousand Clouds of Peace,4.3,4.0,2003,0
6400000,237,en,5.235419,2003-09-26,2500000.0,93,Released,Young Adam,5.9,46.0,2003,0.39
0,126117,en,0.053866,2003-01-01,0.0,89,Released,"This So-Called Disaster: Sam Shepard Directs ""The Late Henry Moss""",0.0,0.0,2003,0
37000000,10096,en,12.632595,2004-04-13,96455697.0,98,Released,13 Going on 30,6.3,1260.0,2004,2.61
70000000,9509,en,9.635691,2004-04-23,130293714.0,146,Released,Man on Fire,7.3,1583.0,2004,1.86
0,19016,ab,2.182797,2004-04-23,0.0,73,Released,Clifford's Really Big Movie,5.1,5.0,2004,0
0,60645,en,0.009044,2002-02-02,0.0,120,Released,MC5: A True Testimonial,0.0,0.0,2002,0
40000000,10710,en,13.094205,2004-04-30,0.0,99,Released,Envy,4.8,144.0,2004,0
25000000,11058,en,11.271148,2004-04-30,30114487.0,102,Released,Godsend,4.7,114.0,2004,1.2
28000000,11141,en,5.739139,2004-04-04,30016165.0,90,Released,Laws of Attraction,5.6,104.0,2004,1.07
17000000,10625,en,11.454835,2004-04-30,129042871.0,97,Released,Mean Girls,6.9,2401.0,2004,7.59
6000000,54807,en,0.33262,2004-05-02,293793.0,90,Released,Mickey,6.5,1.0,2004,0.05
0,11025,en,5.659198,2004-05-01,0.0,91,Released,New York Minute,5.6,191.0,2004,0
160000000,7131,en,12.643312,2004-05-05,300257475.0,132,Released,Van Helsing,6.0,1674.0,2004,1.88
800000,26899,en,7.137026,2003-01-17,62852.0,94,Released,The Mudge Boy,7.3,24.0,2003,0.08
0,30125,es,1.756683,2003-04-11,0.0,82,Released,Valentin,7.1,19.0,2003,0
0,16428,en,5.414749,2004-05-14,0.0,85,Released,Breakin' All the Rules,5.8,21.0,2004,0
175000000,652,en,15.387275,2004-05-13,497409852.0,163,Released,Troy,6.9,2841.0,2004,2.84
3684600,8440,pt,4.345806,2003-03-21,0.0,148,Released,Carandiru,7.1,81.0,2003,0
0,883,en,5.32553,2003-09-05,7897645.0,96,Released,Coffee and Cigarettes,6.9,216.0,2003,0
0,38018,fr,2.202524,2003-08-20,0.0,95,Released,Strayed,6.0,24.0,2003,0
0,96461,en,0.499984,1995-03-10,304852.0,84,Released,Dance Me Outside,7.0,5.0,1995,0
0,34377,en,2.502984,1970-03-16,0.0,118,Released,The Boys in the Band,6.6,16.0,1970,0
2000000,20375,fi,0.366841,2003-01-31,0.0,128,Released,Raid,5.9,10.0,2003,0
55000000,10375,en,13.374415,2002-01-04,6416302.0,96,Released,D-Tox,5.4,126.0,2002,0.12
0,42015,en,0.225249,1987-03-13,0.0,85,Released,Swimming to Cambodia,6.4,6.0,1987,0
0,68440,en,0.958211,1943-08-27,0.0,114,Released,Watch on the Rhine,6.2,9.0,1943,0
0,12503,en,2.780331,1983-10-21,0.0,128,Released,Under Fire,6.9,38.0,1983,0
40000000,11864,en,9.802889,1985-12-12,12303411.0,108,Released,Enemy Mine,6.7,253.0,1985,0.31
850000,9461,en,10.687757,1973-08-17,90000000.0,99,Released,Enter the Dragon,7.3,489.0,1973,105.88
0,57811,pt,1.567614,1996-09-04,0.0,110,Released,Foreign Land,6.9,8.0,1996,0
0,132,en,2.336022,1970-12-06,0.0,91,Released,The Rolling Stones: Gimme Shelter,7.8,42.0,1970,0
0,28276,ja,2.284852,1959-05-12,0.0,94,Released,Good Morning,7.2,37.0,1959,0
0,18329,zh,5.933971,1997-05-17,0.0,96,Released,Happy Together,7.7,103.0,1997,0
0,17993,en,4.459959,1990-09-28,11567449.0,136,Released,Henry & June,6.3,40.0,1990,0
0,37447,en,0.10664,1990-01-01,0.0,117,Released,Berkeley in the Sixties,4.3,2.0,1990,0
0,4339,de,0.73486,1990-02-15,0.0,92,Released,The Nasty Girl,5.9,5.0,1990,0
0,42108,en,1.137893,1983-04-06,0.0,110,Released,Entre Nous,7.5,5.0,1983,0
0,18513,en,2.243937,1965-06-01,0.0,96,Released,The Naked Prey,7.0,23.0,1965,0
0,26517,en,3.965407,1978-07-05,0.0,95,Released,Martin,7.0,50.0,1978,0
0,28285,en,2.030279,1957-12-23,0.0,91,Released,The Three Faces of Eve,7.3,24.0,1957,0
0,22137,da,5.230666,1994-11-23,0.0,273,Released,The Kingdom,8.0,62.0,1994,0
0,5247,en,1.520526,2000-02-11,0.0,117,Released,Mercy,5.2,6.0,2000,0
0,31676,en,3.233994,1990-10-05,0.0,105,Released,Desperate Hours,5.3,37.0,1990,0
0,49622,en,0.791025,1999-01-27,0.0,104,Released,The Passion of Ayn Rand,2.0,3.0,1999,0
0,238952,fr,0.382091,1958-01-01,0.0,25,Released,Along the Coast,9.0,4.0,1958,0
0,10035,en,5.136537,2000-09-01,0.0,94,Released,100 Girls,5.6,119.0,2000,0
0,502,en,4.225974,1964-10-07,0.0,112,Released,Fail-Safe,7.6,83.0,1964,0
0,41965,en,3.520171,1988-01-01,241.0,92,Released,Paperhouse,6.6,37.0,1988,0
0,10347,fr,6.774793,1997-06-18,0.0,103,Released,Dobermann,6.4,110.0,1997,0
0,1373,en,1.009704,2001-10-01,0.0,127,Released,The Discovery of Heaven,5.2,5.0,2001,0
0,30959,ja,4.130372,1964-12-29,0.0,183,Released,Kwaidan,7.5,68.0,1964,0
0,43341,en,1.337813,1953-09-03,0.0,64,Released,Cat-Women of the Moon,3.3,8.0,1953,0
0,20561,en,0.018017,1984-11-20,0.0,136,Released,28 Up,7.9,19.0,1984,0
75000,13055,en,0.542401,2002-09-22,0.0,75,Released,Chance,6.8,3.0,2002,0
9500000,667,en,10.359669,1967-06-12,111584787.0,117,Released,You Only Live Twice,6.5,541.0,1967,11.75
27500000,700,en,10.619302,1983-06-05,187500000.0,131,Released,Octopussy,6.2,534.0,1983,6.82
0,21594,en,1.946802,1953-03-23,0.0,88,Released,The Blue Gardenia,6.2,15.0,1953,0
0,26976,en,2.593469,2001-02-09,0.0,99,Released,Wit,7.0,31.0,2001,0
36000000,36670,en,10.231985,1983-10-07,160000000.0,134,Released,Never Say Never Again,5.8,348.0,1983,4.44
0,18872,ja,2.050562,1995-10-01,0.0,110,Released,Maborosi,7.2,26.0,1995,0
650000,44864,sv,0.658086,1975-01-01,0.0,134,Released,The Magic Flute,7.1,15.0,1975,0
0,31993,en,2.239212,1939-03-24,0.0,94,Released,Midnight,7.0,18.0,1939,0
