id,id_companies,companies
65632,1714,Les Films Concordia
65632,10000,Compagnia Cinematografica Champion
29471,3391,Österreichischer Rundfunk (ORF)
29471,4606,Zweites Deutsches Fernsehen (ZDF)
29471,8895,MAFILM Objektív Filmstúdió
29471,28762,Mokép
29471,74657,Manfred Durniok Filmproduktion
4780,441,Columbia Pictures Corporation
4780,1762,Yellowbird Productions
11906,3570,Seda Spettacoli
11713,2521,Golden Harvest Company
9589,1001,Solaris Film
9589,1627,Maran Film
9589,39822,CLV-Filmproduktions
9589,39823,Popular Filmproduktion
12481,2521,Golden Harvest Company
13333,2521,Golden Harvest Company
13333,3526,Concord Productions Inc.
13938,559,TriStar Pictures
13938,2730,Motown Productions
13938,3088,Delphi III Productions
10540,7965,The Ladd Company
10540,7966,Outland Productions
9462,2521,Golden Harvest Company
9462,3526,Concord Productions Inc.
2114,5,Columbia Pictures
2114,4164,Square USA
2114,20033,Chris Lee Productions
8835,2527,Marc Platt Productions
8835,8411,Metro-Goldwyn-Mayer (MGM)
11371,4,Paramount Pictures
11371,551,Mandalay Pictures
11371,19552,Horseshoe Bay Productions
78248,23331,Canal+ Horizons
78248,54378,Fabrica
78248,71818,Amka Films Productions
78248,75511,Direction de la Cinematographie Nationale
78248,88331,Renardes Productions
78248,88332,IMTM Films
78248,88333,Abyssa Films
78248,88334,Televisione Svizzera Italiana
9517,694,StudioCanal
25985,1002,Eureka Pictures
25985,6705,Filmfour
15745,2188,Artisan Entertainment
24977,3447,IMAX
36107,79532,Large Format Cinema
36107,79533,Bad Clams Productions
36107,79534,Flemington Pictures
13794,7506,Graphic Films
13794,19130,Houston Museum of Natural Science
13794,50842,Serengeti Partners Ltd.
13795,7506,Graphic Films
13795,19130,Houston Museum of Natural Science
13795,48942,Alaska Film Partners Ltd.
103488,10159,nWave Pictures
103488,37509,Luminair Film Productions
103488,70801,Iwerks Entertainment
103488,83448,Movida
38965,8135,Anchor Bay
38965,43838,New World Pictures Ltd.
38965,54851,New World Entertainment Films
47817,3267,Atlantic Entertainment Group
47817,8172,Atlantic Productions
31052,6194,Warner Bros.
10868,4,Paramount Pictures
10868,90738,Paramount Pictures (Canada)
9395,6194,Warner Bros.
14506,441,Columbia Pictures Corporation
14506,1593,Laura Films
14506,1755,Allied Filmmakers
14506,11352,Prominent Features
4281,1599,GG Studio
2,2303,Villealfa Filmproduction Oy
2,2396,Finnish Film Foundation
26044,6194,Warner Bros.
59797,3851,No Frills Film Production
14911,559,TriStar Pictures
14911,4109,Vision PDG
15592,9195,Touchstone Pictures
15592,10282,Silver Screen Partners IV
15592,10535,All Girl Productions
15267,4923,Brightstar Films
12710,554,Silver Screen Partners III
12710,9195,Touchstone Pictures
30502,4,Paramount Pictures
19382,33,Universal Pictures
19382,2070,Rastar Pictures
24679,6194,Warner Bros.
24679,69934,"Malpaso Company, The"
9599,559,TriStar Pictures
9599,42226,Palisades California Inc.
94440,469,Hemdale Film Corporation
17170,60,United Artists
17170,932,Mirage Enterprises
17170,32793,CST Telecommunications
17170,67823,Star Partners
18509,4357,The Guber-Peters Company
18509,6194,Warner Bros.
110428,5358,Canal+
110428,6916,Arte France Cinéma
110428,7184,3B Productions
110428,11433,C.R.R.A.V. Nord Pas de Calais
110428,78987,Region PACA
34604,33,Universal Pictures
34604,25905,Jascat
14441,6194,Warner Bros.
14441,11262,Imagine Films Entertainment
7520,9195,Touchstone Pictures
10126,41,Orion Pictures
9602,4,Paramount Pictures
9602,30,Eddie Murphy Productions
23752,41,Orion Pictures
3980,12,New Line Cinema
3980,1531,Smart Egg Pictures
3980,1532,Sho Films
10127,12,New Line Cinema
10127,1532,Sho Films
12702,12,New Line Cinema
12702,66755,OH Films
27397,6194,Warner Bros.
9748,8911,Bigelow Productions
9748,9195,Touchstone Pictures
40095,1950,New World Pictures
40095,8043,Helpern / Meltzer
10651,171,Malpaso Productions
10651,6194,Warner Bros.
10141,41,Orion Pictures
27362,9210,Film Four International
27362,30966,Stimuleringsfonds Nederlandse Culturele Omroepproducties
27362,30967,Elsevier-Vendex Film Beheer
27362,30968,Allarts Production
5680,1950,New World Pictures
5680,5253,NBC Productions
26386,9195,Touchstone Pictures
34053,6194,Warner Bros.
34053,15117,New Visions Pictures
25884,6194,Warner Bros.
26355,559,TriStar Pictures
10675,1312,The Mount Company
10675,6194,Warner Bros.
38982,5,Columbia Pictures
38982,6313,Weintraub Entertainment Group
10130,33,Universal Pictures
10130,4357,The Guber-Peters Company
10130,6194,Warner Bros.
2617,33,Universal Pictures
2617,477,Hughes Entertainment
38615,554,Silver Screen Partners III
38615,9195,Touchstone Pictures
21362,927,Palace Pictures
21362,4109,Vision PDG
30690,6194,Warner Bros.
75889,41,Orion Pictures
38500,78049,Allied Entertainments Group PLC
20443,41,Orion Pictures
49365,54531,New Sky Communications Inc.
11347,14221,White Lair
12144,1,Lucasfilm
12144,33,Universal Pictures
12144,56,Amblin Entertainment
12144,6422,Sullivan Bluth Studios
12144,20448,U-Drive Productions
12144,69627,Universal City Studios
13704,306,Twentieth Century Fox Film Corporation
13704,1302,Davis Entertainment
12505,441,Columbia Pictures Corporation
41963,8411,Metro-Goldwyn-Mayer (MGM)
13482,33,Universal Pictures
34014,33,Universal Pictures
29739,6194,Warner Bros.
12120,6313,Weintraub Entertainment Group
12120,6314,The Catalina Production Group
38617,306,Twentieth Century Fox Film Corporation
38617,5264,American Entertainment Partners L.P.
3543,1448,Pro-ject Filmproduktion
9604,559,TriStar Pictures
9604,5280,Oak Pictures
9604,10320,Carolco Entertainment
9604,80485,Lone Wolf
24929,68860,Greenfox
10925,469,Hemdale Film Corporation
10925,4763,Fox Films Ltd.
10925,4764,Cinema 84
13965,2,Walt Disney Pictures
13965,2847,Burrowes Film Group
13965,2848,Hoyts Film Partnership
24266,306,Twentieth Century Fox Film Corporation
24266,4293,Cambridge Productions
58434,441,Columbia Pictures Corporation
18197,6194,Warner Bros.
70842,12360,Vestron Pictures
70842,14310,Jolly Russell Productions
70842,14311,Vestron UK
38909,13549,Golan-Globus Productions
17126,306,Twentieth Century Fox Film Corporation
17126,7929,National Broadcasting Company (NBC)
11503,33,Universal Pictures
9717,554,Silver Screen Partners III
9717,8775,Century Park Pictures
9717,9195,Touchstone Pictures
11966,496,David Foster Productions
11966,559,TriStar Pictures
2605,427,PSO International
2605,496,David Foster Productions
2605,559,TriStar Pictures
8740,8677,MGS Film
25497,3267,Atlantic Entertainment Group
38560,371,Cecchi Gori Group Tiger Cinematografica
38560,44425,ML Delphi Premier Productions
38560,44426,Hudson Hawk Films Ltd.
50203,559,TriStar Pictures
26798,559,TriStar Pictures
91445,1950,New World Pictures
8337,33,Universal Pictures
8337,17823,Alive Films
8337,17824,Larry Franco Productions
47493,441,Columbia Pictures Corporation
47493,591,France 3 Cinéma
47493,58240,J.P. Productions
47493,58241,Sofica Valor
8463,12,New Line Cinema
41974,20076,HandMade Films
28176,1,Lucasfilm
28176,4,Paramount Pictures
9493,33,Universal Pictures
26603,441,Columbia Pictures Corporation
33172,33,Universal Pictures
33172,14723,Carolco Pictures
29095,12360,Vestron Pictures
29095,90143,Contemporary Films
29095,90145,Palla
29095,90146,HB Filmrullen
12582,41,Orion Pictures
10001,6194,Warner Bros.
11352,33,Universal Pictures
11352,56,Amblin Entertainment
11352,60,United Artists
12500,1444,Cannon Group
12500,1445,Golan-Globus
25678,1444,Cannon Group
25678,1445,Golan-Globus
25682,1444,Cannon Group
25682,1799,Breton Film Productions
32049,44962,The Movie Group
32049,91380,Picture Securities
45225,5,Columbia Pictures
1648,41,Orion Pictures
4105,4,Paramount Pictures
4105,1561,Pegasus Film Partners
4105,14361,Jaffe-Lansing
22711,9195,Touchstone Pictures
19124,559,TriStar Pictures
19124,10201,Interscope Communications
69828,1153,Act III Communications
69828,28205,"Samuel Goldwyn Company, The"
53150,8821,Management Company Entertainment Group (MCEG)
53150,12360,Vestron Pictures
10142,441,Columbia Pictures Corporation
3064,559,TriStar Pictures
86093,1176,Lorimar Film Entertainment
10134,1444,Cannon Group
10134,1445,Golan-Globus
21291,33,Universal Pictures
21291,56,Amblin Entertainment
4925,1176,Lorimar Film Entertainment
4925,6194,Warner Bros.
30352,9195,Touchstone Pictures
15142,4233,Lightning Pictures
15142,12360,Vestron Pictures
14550,33,Universal Pictures
32075,8411,Metro-Goldwyn-Mayer (MGM)
2210,484,De Laurentiis Entertainment Group (DEG)
2210,27023,Kestrel Films
2210,78875,Earth Girls
21721,1087,Aurora Productions
21721,44730,Embassy Pictures
116014,10210,Morgan Creek Productions
11828,6181,Svensk Filmindustri (SF)
11828,11352,Prominent Features
11828,59354,KB Erik the Viking
55699,4,Paramount Pictures
10551,559,TriStar Pictures
10551,1073,Gordon Company
10551,22639,Regency International Pictures
10551,22640,The A. Milchan Investment Group
20713,41,Orion Pictures
20713,6133,Cine Location Services
20713,6135,David Hannay Productions
20713,6136,Film Plan Financing Number 1
20713,6137,Ruddy Morgan Productions
20713,6138,Southeast Asia Film Location Services Sdn. Bhd.
27461,4,Paramount Pictures
1380,306,Twentieth Century Fox Film Corporation
11465,41,Orion Pictures
17190,5842,Sandollar Productions
17190,9195,Touchstone Pictures
55059,2188,Artisan Entertainment
55059,56115,Apollo Productions
9085,4,Paramount Pictures
17819,6194,Warner Bros.
46786,4255,Kings Road Entertainment
14776,3150,Virgin Films
14776,10932,The Criterion Collection
14776,20076,HandMade Films
59585,5,Columbia Pictures
32855,6194,Warner Bros.
29185,9195,Touchstone Pictures
39787,4255,Kings Road Entertainment
39787,5231,Cineplex-Odeon Films
39787,33665,Sandollar-Schaffel Productions
32059,8411,Metro-Goldwyn-Mayer (MGM)
505,276,Guber/Peters Company
505,277,Roven Productions
505,14723,Carolco Pictures
4486,310,Centre National de la Cinématographie
4486,806,Téléfilm Canada
10345,33,Universal Pictures
10345,1073,Gordon Company
10222,4255,Kings Road Entertainment
12774,1704,Bavaria Film
12774,1755,Allied Filmmakers
12774,13096,Neue Constantin Film
14621,6194,Warner Bros.
14621,8828,Norman Twain Productions
19118,4,Paramount Pictures
14372,1073,Gordon Company
14372,4753,Filmauro
14372,8411,Metro-Goldwyn-Mayer (MGM)
9972,559,TriStar Pictures
9972,1073,Gordon Company
9972,14723,Carolco Pictures
9972,21919,White Eagle
9494,559,TriStar Pictures
9494,8821,Management Company Entertainment Group (MCEG)
17362,559,TriStar Pictures
17362,8036,Crescent Film Enterprises
9942,4,Paramount Pictures
9942,932,Mirage Enterprises
8216,11,WingNut Films
4296,1648,Gladden Entertainment
4296,59646,First Millenium Partnership
24739,3952,Hemdale Film
24739,59403,Miracle Mile Productions Inc.
39197,14579,Corsair Pictures
39197,53379,Firecracker Company
39197,53380,Guadalupe Productions
9686,9195,Touchstone Pictures
27418,1176,Lorimar Film Entertainment
39002,12,New Line Cinema
39002,7588,World Wrestling Entertainment (WWE)
43345,441,Columbia Pictures Corporation
43345,12044,Fonda Films
31606,41,Orion Pictures
27607,12360,Vestron Pictures
37146,1176,Lorimar Film Entertainment
20006,171,Malpaso Productions
20006,6194,Warner Bros.
8867,1950,New World Pictures
12663,7531,abramoff Production
12663,7532,Scorpion Film Production
12663,7533,Abramoff Production
331,13,Universal Studios
331,56,Amblin Entertainment
11467,5,Columbia Pictures
11467,497,Revolution Studios
11467,1560,Roth-Arnold Productions
327,528,Bandai Visual Company
327,567,Office Kitano
327,6516,Tokyo FM Broadcasting Co.
327,11561,Recorded Picture Company (RPC)
327,11562,Fuzzy Bunny Films (I)
327,11563,Little Brother Inc.
1548,60,United Artists
1548,216,Jersey Films
1548,247,Granada Film Productions
1548,826,Capitol Films
1548,2130,Mr. Mudd Production
13403,12,New Line Cinema
13403,1422,Killer Films
869,306,Twentieth Century Fox Film Corporation
869,8601,Tim Burton Productions
869,20004,"Zanuck Company, The"
552,317,Istituto Luce
36095,881,Daiei Studios
2171,1002,Eureka Pictures
87462,10399,Cinetel Films
87462,91303,Out of the Dark Productions
20307,33,Universal Pictures
20307,10210,Morgan Creek Productions
19142,46328,Lightyear Entertainment
10135,60,United Artists
10135,206,Star Partners II Ltd.
10135,1885,Silver Pictures
32767,5223,Paulist Pictures
56162,7333,Bayerischer Rundfunk (BR)
56162,39613,Pelemele Film
24254,3496,Aaron Russo Productions
24254,5231,Cineplex-Odeon Films
19236,11757,Produzioni Intersound
19236,13122,Productora Filmica Real
32261,14,Miramax Films
32261,927,Palace Pictures
32261,12745,British Screen Productions
12150,42,Universal Pictures Corporation
11185,559,TriStar Pictures
47045,5,Columbia Pictures
47045,6313,Weintraub Entertainment Group
12521,17823,Alive Films
12521,69627,Universal City Studios
12521,80461,Carolco International N.V.
12478,3195,Beco Films
12478,10210,Morgan Creek Productions
31083,316,Wildwood Enterprises
31083,8411,Metro-Goldwyn-Mayer (MGM)
31083,36600,The Oxford Film Company
30666,15980,Incorporated Television Company (ITC)
30666,16856,Part II Productions
30666,16857,Millimeter Films
25155,15980,Incorporated Television Company (ITC)
65015,14590,New South Wales Film Corp.
65015,14591,Arenafilm
24077,4878,Virgin Vision
24077,6197,London Weekend Television (LWT)
24077,10163,Working Title Films
9618,6194,Warner Bros.
16560,559,TriStar Pictures
16560,3195,Beco Films
31608,9195,Touchstone Pictures
31608,10282,Silver Screen Partners IV
22102,5,Columbia Pictures
22102,6313,Weintraub Entertainment Group
6951,554,Silver Screen Partners III
6951,9195,Touchstone Pictures
11959,41,Orion Pictures
11959,19029,Cinecorp
2616,33,Universal Pictures
2616,477,Hughes Entertainment
7091,469,Hemdale Film Corporation
7091,60303,Magellan Pictures
249,18,Gracie Films
249,306,Twentieth Century Fox Film Corporation
11342,1950,New World Pictures
183,33,Universal Pictures
32330,11043,A&M Films
24126,870,Tapestry Films
24126,4063,Trimark Pictures
8494,559,TriStar Pictures
8494,2509,Artimm
26535,11707,Vic Films Productions
26535,14225,Waterfall Prouctions
41784,806,Téléfilm Canada
41784,2480,Alliance Communications Corporation
41784,5368,Samson Productions
41784,8724,Australian Film Finance Corporation (AFFC)
41784,36189,First Choice Canadian Communication Corporation
41784,55798,Goldwyn Pictures Corporation (II)
41784,55799,Rogers Telefund
27431,1400,Labrador Films
27431,3570,Seda Spettacoli
27431,4784,Terra-Filmkunst
2148,41,Orion Pictures
2148,427,PSO International
2148,991,Totally Independent
42033,1950,New World Pictures
42033,26139,Salter Street Films International
11308,41,Orion Pictures
11308,1980,Woodfall Film Productions
11308,25580,Filmline Productions
23239,8724,Australian Film Finance Corporation (AFFC)
31941,79727,Katzka-Jaffe
19317,2124,Melvin Simon Productions
27813,37061,Basket Case Productions
57745,8255,Antoinine Green Bridge
57745,8256,"Scottish Arts Council, The"
57745,8257,The Scottish Arts Council
2057,763,Intermedia Films
2057,813,DiNovi Pictures
2057,1171,Epsilon Motion Pictures
2057,8411,Metro-Goldwyn-Mayer (MGM)
2057,10103,Via Rosa Productions
2057,13816,Hyde Park Entertainment
2057,76083,UGC DA International
9880,2,Walt Disney Pictures
9880,26423,BrownHouse Productions
9880,65559,Bottom of the Ninth Productions
5175,12,New Line Cinema
21596,3984,Entre Chien et Loup
41951,10784,Cerito Films
41951,11035,Caroline Productions
41951,11036,Cinémanuel
11385,4,Paramount Pictures
11385,10696,Malabar
4484,60,United Artists
4484,64,Les Productions Artistes Associés
4484,16058,Da Ma Produzione
11684,64,Les Productions Artistes Associés
11684,16058,Da Ma Produzione
44414,841,Pathé Entertainment
44414,7380,Initial Entertainment Group (IEG)
44414,8411,Metro-Goldwyn-Mayer (MGM)
44258,5845,Royal Shakespeare Company
44258,27405,Marat Sade Productions
20391,4,Paramount Pictures
20391,171,Malpaso Productions
20391,12049,Alan Jay Lerner Productions
12584,4,Paramount Pictures
12584,10308,Dino De Laurentiis Company
1627,53,Les Films du Carrosse
1627,64,Les Productions Artistes Associés
1627,15749,Les Artistes Associés
11542,6194,Warner Bros.
17169,6194,Warner Bros.
17169,15298,Malpaso Company
39176,41,Orion Pictures
39176,538,EMI Films Ltd.
33214,364,The Rank Organisation
33214,11561,Recorded Picture Company (RPC)
2770,33,Universal Pictures
2770,2200,Liveplanet
2770,3169,Zide-Perry Productions
12610,1156,Conundrum Entertainment
12610,2785,Warner Bros. Animation
12610,6194,Warner Bros.
1933,44,Cruise/Wagner Productions
1933,104,Canal Plus
1933,692,Sogecine
1933,778,Las Producciones del Escorpion
1933,779,Lucky Red
1933,7405,Dimension Films
1933,53009,Miramax
13496,10210,Morgan Creek Productions
21055,7571,LionsGate
24936,26927,i5 Films
80070,2307,Hell's Kitchen Films
10972,236,October Films
10972,987,USA Films
10972,2065,Scout Productions
1722,14,Miramax Films
1722,33,Universal Pictures
9896,4,Paramount Pictures
9896,3857,Fireworks Pictures
9896,11462,Alphaville Films
26665,4552,Filmfabriken Baltic Sea AB
9683,9195,Touchstone Pictures
2779,27,DreamWorks SKG
2779,1824,Gravier Productions
2294,7405,Dimension Films
2294,16934,View Askew Productions
2294,53009,Miramax
10016,3287,Screen Gems
10016,23895,Storm King Productions
10016,51312,Animationwerks
26602,2184,Tollin/Robbins Productions
26602,6194,Warner Bros.
37920,2315,Paramount Classics
37920,3857,Fireworks Pictures
37920,14159,Seven Arts Pictures
22230,4059,Independent Film Channel
13966,185,Pandora Cinema
13966,288,BBC Films
742,235,Nordisk Film
742,321,Memfis Film
742,448,Key Films
8922,60,United Artists
8922,70,American Zoetrope
8922,995,Cinerenta Medienbeteiligungs KG
8922,21784,Cinerenta-Cinebeta
8922,21785,VCL Communications
11065,816,FilmEngine
11065,15700,Chickie The Cop Production
11065,53732,Daniel Fried Productions
11065,53733,Rhulen Entertainment
21118,14,Miramax Films
46727,13549,Golan-Globus Productions
46727,85163,Powers That Be Pictures
46727,85164,"Magic Entertainment, Inc."
46727,85165,Miracle Entertainment
16314,9195,Touchstone Pictures
18885,559,TriStar Pictures
18885,27085,Sheen Productions
18885,37015,Ben-Ami/Leeds Productions
40508,559,TriStar Pictures
5922,4,Paramount Pictures
5922,2070,Rastar Pictures
27346,4237,Magnum Motion Pictures Inc..
34223,2165,Balcor Film Investors
34223,6562,Planet Productions
16307,660,British Lion Film Corporation
27681,2786,Warner Home Video
27681,3213,Disney Channel
27681,10202,Columbia TriStar Home Entertainment
27681,14585,Leucadia Film Corporation
11370,4077,Crystal Sky Worldwide
11370,10828,MDP Worldwide
11370,16850,ApolloMedia Distribution
11370,19944,"Carousel Picture Company, The"
11370,23770,Signature Entertainment
11370,46195,Luxembourg Film Fund
11370,53010,D'Artagnan Productions Limited
11370,53011,Q&Q Medien GmbH
12508,788,Bel Air Entertainment
12508,6194,Warner Bros.
12508,12245,Robert Lawrence Productions
12508,89134,Metal Productions Inc.
12508,89135,Maysville Pictures
25462,3287,Screen Gems
47161,6216,Lumen Films
47161,95163,Behnegar
106230,9281,Tai Entertainment
44321,223,Les Films du Losange
44321,5358,Canal+
44321,7680,Tornasol Films
44321,10393,Vertigo Films
44321,29467,Proyecto Tucan
26661,5726,Universal Pictures International (UPI)
5998,2127,Uco-Film GmbH
2176,333,Original Film
20857,4,Paramount Pictures
20857,3858,GHS Productions KG
20857,3859,Munich Film Partners & Company (MFP) GHS Productions
20857,3860,Nides/McCormick Productions
22617,4120,Access Motion Picture Group
22617,4121,Giraldi-Suarez-DiGiaimo Productions
2185,9195,Touchstone Pictures
10696,306,Twentieth Century Fox Film Corporation
10696,415,Laurence Mark Productions
10696,441,Columbia Pictures Corporation
10696,89627,Glitter Productions
10696,89628,Maroon Entertainment
2034,79,Village Roadshow Pictures
2034,172,NPV Entertainment
2034,6194,Warner Bros.
2034,19507,Outlaw Productions (I)
2034,24939,WV Films II
48834,3324,British Broadcasting Corporation (BBC)
48834,8366,Road Movies Filmproduktion
48834,39237,Liam Films
30379,5044,Infinity Omnimedia
30379,5045,TBN Films
31016,2315,Paramount Classics
32567,7492,Discovery Channel Pictures
12537,5417,Juniper Films
9028,1398,Les Films Corona
9028,2259,Adelphia Compagnia Cinematografica
16180,1036,Academy Pictures
11521,41,Orion Pictures
21028,5120,Mosfilm
27327,306,Twentieth Century Fox Film Corporation
27327,3302,Harbor Productions
35200,60,United Artists
35200,5538,Sandy Howard Productions
21242,12266,Norlan Productions
21242,60963,Ira Steiner Productions
29756,10324,William Castle Productions
82523,1531,Smart Egg Pictures
82523,1763,Europa Film
82523,44438,Viking Film
30295,5038,Granox Productions
25767,4448,Grandon Productions
33725,15149,SinCap Productions
22874,6194,Warner Bros.
22874,12607,Grandon Productions Ltd.
11576,60,United Artists
11576,8040,Casey Productions
43860,4978,Gaumont British Picture Corporation
43802,6,RKO Radio Pictures
43802,28205,"Samuel Goldwyn Company, The"
9660,10330,Universal International Pictures (UI)
15393,33,Universal Pictures
15393,171,Malpaso Productions
248,1044,Franton Production
40885,3473,William Goetz Productions
40885,10568,Pennebaker Productions
25905,1931,Filmové Studio Barrandov
21148,3909,Fogbound Inc.
1644,306,Twentieth Century Fox Film Corporation
12502,634,ABC Pictures
10373,10932,The Criterion Collection
10373,14312,Polytel
10373,14313,The Who Films
13766,13671,ABC Motion Pictures
16380,4,Paramount Pictures
12103,79,Village Roadshow Pictures
12103,172,NPV Entertainment
12103,508,Regency Enterprises
12103,824,Kopelson Entertainment
12103,1171,Epsilon Motion Pictures
12103,10104,New Regency Pictures
12103,33433,Furthur Films
11313,79,Village Roadshow Pictures
11313,97,Castle Rock Entertainment
11313,6194,Warner Bros.
9398,4,Paramount Pictures
9398,79,Village Roadshow Pictures
9398,172,NPV Entertainment
9398,258,Scott Rudin Productions
9398,2932,Red Hour Productions
9398,2933,Tenth Planet Productions
9398,10692,VH1 Television
9398,12178,Red Hour Films
9398,21409,MFP Munich Film Partners GmbH & Company I. Produktions KG
35066,3753,Kismet Film Company
35066,15278,British Broadcasting Corporation (BBC)
35066,18336,Harvest Pictures
35066,36973,Random Harvest Pictures
45864,72874,Providence Entertainment
45864,72877,Tricor Entertainment
45864,72878,Truth Soul Armor
55372,1628,V.M. Productions
55372,7089,France2 Cinéma
10866,508,Regency Enterprises
10866,1171,Epsilon Motion Pictures
10866,7161,LivePlanet
10866,10104,New Regency Pictures
10866,11461,Bad Robot
34549,2,Walt Disney Pictures
34549,4194,Karz Entertainment
9778,14,Miramax Films
9778,870,Tapestry Films
9778,21518,Simon Fields Productions
58429,10046,Wanda Visión S.A.
58429,44709,Cuatro Cabezas
58429,44710,4k Films
16121,898,Lorimar Productions
40220,52704,The Jerry Gross Organization
166,9,Gaumont
166,7961,Gaumont International
166,28766,Production Marcel Dassault
42787,4,Paramount Pictures
42787,20614,Luther Davis Productions
42787,20615,AEC
1623,306,Twentieth Century Fox Film Corporation
40932,8263,EMI Films
32027,898,Lorimar Productions
13550,2764,Chessman Park Productions
13550,14723,Carolco Pictures
13612,33,Universal Pictures
16769,33,Universal Pictures
42158,441,Columbia Pictures Corporation
42158,1177,Rastar Films
27958,1176,Lorimar Film Entertainment
27958,13100,CiP - Europaische Treuhand AG
31703,3441,Lamitas
31703,10313,Astral Bellevue Pathé
31703,19122,Bloodstar Productions
1716,53,Les Films du Carrosse
1716,3823,TF1 Films Production
1716,6849,Société Française de Production (SFP)
1716,10897,Sédif Productions
27059,7965,The Ladd Company
20681,5417,Juniper Films
3172,890,Cheyenne Enterprises
3172,1171,Epsilon Motion Pictures
3172,1212,Empire Pictures
3172,8411,Metro-Goldwyn-Mayer (MGM)
3172,13816,Hyde Park Entertainment
3172,16061,Baltimore Spring Creek Productions
3172,52944,Lotus Pictures
17708,3929,Robert Simonds Productions
17708,9195,Touchstone Pictures
12780,2521,Golden Harvest Company
12780,3618,Film Workshop
12780,5551,Long Shong Pictures
12780,5552,Media Asia Films
570,243,CB Films
570,5358,Canal+
570,6916,Arte France Cinéma
570,8277,Flach Film
570,15130,Urania Pictures S.r.l.
570,18367,Centre National de la Cinématographie (CNC)
570,79023,Immagine e Cinema
1018,373,Asymmetrical Productions
1018,635,Les Films Alain Sarde
1018,636,Babbo Inc.
1018,637,The Picture Factory
1018,5358,Canal+
25641,2017,Film Roman Productions
25641,16850,ApolloMedia Distribution
25641,40697,Total Film Group
25641,40698,Firelight Films
16767,570,Bandai Visual Company (JAPAN)
16767,1393,Tokyo Broadcasting System (TBS)
16767,11671,Studio 4°C
102933,18347,Sidekick Entertainment
102933,22308,Echo Lake Entertainment
11380,12,New Line Cinema
27396,10463,Levy-Gardner-Laven
27396,16685,United Artists Pictures
27396,61092,Wellborn
26299,10463,Levy-Gardner-Laven
26299,60535,Rhodes Pictures
984,6194,Warner Bros.
984,15298,Malpaso Company
15559,3447,IMAX
15559,5018,Lockheed Aircraft Corporation
15559,53511,National Air and Space Museum
14811,60,United Artists
14811,10154,Cartier Productions
14811,13219,"Mirisch Corporation, The"
55727,1444,Cannon Group
55727,8411,Metro-Goldwyn-Mayer (MGM)
15560,3447,IMAX
9585,841,Pathé Entertainment
9585,8411,Metro-Goldwyn-Mayer (MGM)
9585,12548,Ufland
14267,38223,Dreamland
768,306,Twentieth Century Fox Film Corporation
768,476,Underworld Entertainment
2100,27,DreamWorks SKG
11091,5,Columbia Pictures
3173,1240,Film Bangkok
3173,87466,Pang Bros.
27092,302,Ibermedia
27092,357,Vía Digital
27092,6458,Instituto Nacional de Cine y Artes Audiovisuales (INCAA)
27092,7680,Tornasol Films
27092,37352,Oscar Kramer S.A.
27092,44709,Cuatro Cabezas
27092,74894,Estudios Darwin
27092,74895,Romikin S.A.
27092,74896,Patricio Tobal
27092,74897,Editorial Capayán
27092,74898,Fundación Octubre
27092,74899,Mandarin Films S.A.
27092,74900,Punto B.S.R.L. Planificación y Medios
27092,74901,Taxi Films
23941,2997,Dragon Pictures
23941,22289,Moonstone Entertainment
23941,22290,Bergman Lustig Productions
23941,22291,Gallery Motion Pictures
23941,22292,Keystone Studios
18192,4302,Dog Pond Productions
18192,33798,Focus Productions Inc.
18192,33799,Carros Pictures
11845,94,ARTE France Cinéma
11845,694,StudioCanal
9081,43,Fox Searchlight Pictures
9081,380,Thousand Words
9081,8857,Independent Film Channel (IFC)
9081,11510,Detour Filmproduction
9081,27356,Line Research
9081,27357,Flat Black Films
167,763,Intermedia Films
167,840,Lawrence Gordon Productions
167,1178,Pathé Pictures International
167,19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
34043,14,Miramax Films
34043,870,Tapestry Films
34043,5389,A Happy Place
9378,441,Columbia Pictures Corporation
9378,1786,Dark Castle Entertainment
9378,6194,Warner Bros.
9378,23503,13 Ghosts Productions Canada Inc.
27444,20917,Better Than
27444,20919,France Télévision Distribution
27444,20920,Meercat Films
27444,20922,New Vision Films
141,185,Pandora Cinema
141,306,Twentieth Century Fox Film Corporation
141,2214,Flower Films
141,3334,Adam Fields Productions
10034,2651,Fragile Films
10034,9195,Touchstone Pictures
11457,12,New Line Cinema
10778,4378,The KL Line
11456,4,Paramount Pictures
585,2,Walt Disney Pictures
585,3,Pixar Animation Studios
10796,5,Columbia Pictures
10796,497,Revolution Studios
10796,48772,Hard Eight Pictures
10796,93580,Wonder works studios entertainment group
23949,54,The Independent Film Channel Productions
23949,11510,Detour Filmproduction
23949,26468,IFC Productions
23949,26469,InDigEnt (Independent Digital Entertainment)
23949,36982,Tape Productions Inc.
11088,1171,Epsilon Motion Pictures
11088,1403,Franchise Pictures
11088,1686,Indelible Pictures
11088,4700,Linson Entertainment
11088,8769,Art Linson Productions
11088,10210,Morgan Creek Productions
11088,53817,Stolen Film Productions
9889,306,Twentieth Century Fox Film Corporation
45964,441,Columbia Pictures Corporation
45964,2124,Melvin Simon Productions
32014,24342,Zoomo Productions
13408,1632,Lionsgate
671,436,1492 Pictures
671,6194,Warner Bros.
671,7364,Heyday Films
17731,328,TLA Releasing
17731,3377,Fluff and Fold LLC
20794,3840,Numb Gums Production Inc.
